student_uid,Cantidad_Envios_error_AssertionError,Cantidad_Envios_error_AttributeError,Cantidad_Envios_error_EOFError,Cantidad_Envios_error_IndentationError,Cantidad_Envios_error_NameError,Cantidad_Envios_error_SyntaxError,Cantidad_Envios_error_TypeError,Ejercicios_unicos_error_AssertionError,Ejercicios_unicos_error_AttributeError,Ejercicios_unicos_error_EOFError,Ejercicios_unicos_error_IndentationError,Ejercicios_unicos_error_NameError,Ejercicios_unicos_error_SyntaxError,Ejercicios_unicos_error_TypeError,Cantidad_Envios,Ejercicios_unicos_caller,Cant_envios_paso,Cant_envios_no_paso,Cant_ejerc_pasoTotal_envios,Cant_ejerc_no_pasoTotal_envios,dif_ejerciciosUnicos_Paso,cant_envios,cant_ejercicios_unicos,tiempo_invertido_horas,tiempo_invertido_dias,Avance_caller,avg_tiempo,Ejercicios_unicos_other,Avance_original
164,0,0,0,11,0,88,0,0,0,0,4,0,16,0,319,40,89,230,40,28,0,256.0,37.0,173.56,7.2317,0,0.67796875,37.0,1.0
165,0,0,0,27,1,86,0,0,0,0,5,1,20,0,258,40,67,191,40,29,0,98.0,16.0,168.65,7.0271,0,1.7209183673469388,16.0,1.0
166,0,0,0,9,0,43,0,0,0,0,6,0,12,0,152,37,61,91,37,20,0,88.0,13.0,2.68,0.1117,0,0.030454545454545456,13.0,1.0
167,0,0,0,7,1,84,0,0,0,0,1,1,17,0,216,40,64,152,40,24,0,162.0,15.0,897.12,37.38,0,5.5377777777777775,15.0,1.0
168,1,0,0,4,3,46,0,1,0,0,4,3,11,0,123,40,56,67,40,17,0,132.0,13.0,151.14,6.2975,0,1.1449999999999998,13.0,1.0
169,0,0,0,2,2,29,0,0,0,0,1,1,12,0,171,40,60,111,40,22,0,36.0,6.0,1005.87,41.9112,0,27.940833333333334,6.0,1.0
170,0,0,0,12,7,46,0,0,0,0,6,7,13,0,183,40,43,140,28,27,12,13.0,2.0,0.28,0.0117,0,0.02153846153846154,2.0,1.0
171,0,0,0,52,0,53,0,0,0,0,8,0,13,0,187,26,31,156,17,22,9,79.0,14.0,2.39,0.0996,0,0.030253164556962028,14.0,1.0
172,0,0,0,11,0,10,0,0,0,0,5,0,6,0,113,40,60,53,40,18,0,61.0,18.0,1115.17,46.4654,0,18.281475409836066,18.0,1.0
173,0,0,0,17,0,65,0,0,0,0,3,0,14,0,272,39,60,212,39,28,0,87.0,9.0,1083.79,45.1579,0,12.45735632183908,9.0,1.0
174,0,0,0,29,0,68,0,0,0,0,6,0,21,0,238,40,57,181,40,28,0,60.0,9.0,1.39,0.0579,0,0.023166666666666665,9.0,1.0
175,0,0,0,20,1,148,0,0,0,0,7,1,25,0,312,40,51,261,26,30,14,93.0,31.0,323.64,13.485,0,3.48,31.0,1.0
176,0,0,0,11,0,58,0,0,0,0,4,0,11,0,256,40,59,197,40,26,0,127.0,40.0,9.3,0.3875,0,0.07322834645669292,40.0,0.0
177,0,0,0,0,2,44,0,0,0,0,0,1,12,0,167,40,60,107,40,21,0,26.0,6.0,2.15,0.0896,0,0.08269230769230769,6.0,1.0
178,0,0,0,3,2,46,0,0,0,0,3,1,17,0,212,40,51,161,40,26,0,36.0,8.0,1.13,0.0471,0,0.03138888888888888,8.0,1.0
181,0,0,0,3,0,18,0,0,0,0,1,0,8,0,92,28,37,55,28,14,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
182,0,0,0,33,2,84,0,0,0,0,8,2,23,0,239,40,49,190,36,30,4,65.0,10.0,657.34,27.3892,0,10.112923076923078,10.0,1.0
183,1,0,0,16,0,39,0,1,0,0,6,0,17,0,237,40,72,165,36,26,4,176.0,40.0,36.97,1.5404,0,0.21005681818181818,40.0,0.0
184,0,0,0,1,0,9,0,0,0,0,1,0,5,0,106,40,64,42,40,15,0,53.0,17.0,463.58,19.3158,0,8.746792452830189,17.0,1.0
185,0,0,0,5,2,11,0,0,0,0,1,1,6,0,144,40,66,78,40,22,0,220.0,37.0,528.31,22.0129,0,2.4014090909090906,37.0,1.0
186,0,0,0,1,0,3,0,0,0,0,1,0,3,0,22,7,9,13,6,4,1,258.0,37.0,170.06,7.0858,0,0.6591472868217054,37.0,1.0
187,0,0,0,11,0,23,0,0,0,0,6,0,9,0,104,40,41,63,36,22,4,160.0,39.0,1063.14,44.2975,0,6.6446250000000004,39.0,1.0
188,0,0,0,2,0,9,0,0,0,0,2,0,6,0,65,31,37,28,26,13,5,93.0,13.0,170.14,7.0892,0,1.8294623655913977,13.0,1.0
189,0,0,0,30,1,37,0,0,0,0,2,1,5,0,116,7,15,101,3,5,4,83.0,15.0,657.8,27.4083,0,7.925301204819276,15.0,1.0
190,0,0,0,0,0,14,0,0,0,0,0,0,5,0,46,11,23,23,10,8,1,51.0,7.0,1.35,0.0562,0,0.02647058823529412,7.0,1.0
192,1,0,0,19,1,128,1,1,0,0,8,1,19,1,337,40,58,279,39,29,1,156.0,39.0,168.16,7.0067,0,1.077948717948718,39.0,1.0
193,0,0,0,10,3,80,0,0,0,0,6,2,23,0,256,40,53,203,33,30,7,242.0,40.0,169.27,7.0529,0,0.6994628099173554,40.0,0.0
194,0,0,0,8,2,25,0,0,0,0,2,1,11,0,189,40,60,129,40,23,0,80.0,16.0,327.1,13.6292,0,4.08875,16.0,1.0
195,0,0,0,2,2,45,0,0,0,0,2,1,16,0,176,40,69,107,40,30,0,126.0,23.0,2.82,0.1175,0,0.02238095238095238,23.0,1.0
196,0,0,0,1,1,6,0,0,0,0,1,1,5,0,102,40,48,54,39,22,1,145.0,38.0,29.88,1.245,0,0.20606896551724138,38.0,1.0
197,1,0,0,39,0,44,0,1,0,0,8,0,16,0,222,40,59,163,40,29,0,240.0,40.0,168.72,7.03,0,0.703,40.0,0.0
198,0,0,0,4,0,31,0,0,0,0,2,0,12,0,148,40,53,95,40,25,0,227.0,40.0,506.36,21.0983,0,2.230660792951542,40.0,0.0
199,0,0,0,3,1,57,0,0,0,0,2,1,15,0,210,40,57,153,40,21,0,123.0,40.0,840.36,35.015,0,6.832195121951219,40.0,0.0
200,0,0,0,0,1,57,0,0,0,0,0,1,14,0,137,31,29,108,27,20,4,147.0,40.0,506.65,21.1104,0,3.4465986394557824,40.0,0.0
201,0,0,0,0,0,26,0,0,0,0,0,0,7,0,106,37,52,54,37,18,0,190.0,40.0,150.36,6.265,0,0.7913684210526316,40.0,0.0
202,0,0,0,3,0,3,0,0,0,0,1,0,2,0,24,8,14,10,6,4,2,144.0,40.0,1112.38,46.3492,0,7.724861111111112,40.0,0.0
203,0,0,0,0,0,7,0,0,0,0,0,0,4,0,60,28,40,20,28,9,0,191.0,38.0,504.89,21.0371,0,2.6434031413612566,38.0,1.0
204,0,0,0,0,0,14,0,0,0,0,0,0,5,0,60,28,41,19,28,9,0,120.0,28.0,873.52,36.3967,0,7.279333333333333,28.0,1.0
205,0,0,0,5,1,20,0,0,0,0,4,1,11,0,130,34,52,78,33,20,1,193.0,36.0,994.81,41.4504,0,5.154455958549223,36.0,1.0
206,0,0,0,0,1,30,0,0,0,0,0,1,6,0,110,40,60,50,40,11,0,120.0,27.0,2.49,0.1038,0,0.02075,27.0,1.0
207,0,0,0,12,0,23,0,0,0,0,5,0,5,0,69,13,21,48,11,8,2,7.0,2.0,0.08,0.0033,0,0.011428571428571429,2.0,1.0
208,0,0,0,6,0,46,0,0,0,0,3,0,14,0,163,40,53,110,40,24,0,219.0,40.0,151.4,6.3083,0,0.691324200913242,40.0,0.0
209,1,0,0,28,0,65,0,1,0,0,7,0,16,0,230,40,70,160,40,24,0,77.0,21.0,2.57,0.1071,0,0.03337662337662337,21.0,1.0
210,0,0,0,13,1,16,0,0,0,0,4,1,10,0,129,40,67,62,38,20,2,84.0,27.0,1323.5,55.1458,0,15.755952380952381,27.0,1.0
211,0,0,0,1,0,21,0,0,0,0,1,0,9,0,85,24,37,48,23,15,1,73.0,40.0,1324.13,55.1721,0,18.13876712328767,40.0,0.0
212,0,0,0,9,3,35,1,0,0,0,4,2,13,1,161,24,30,131,19,22,5,35.0,15.0,360.43,15.0179,0,10.298,15.0,1.0
213,0,0,0,1,0,19,0,0,0,0,1,0,9,0,201,40,57,144,40,22,0,26.0,4.0,0.69,0.0288,0,0.026538461538461535,4.0,1.0
216,0,0,0,26,1,76,0,0,0,0,7,1,18,0,321,39,50,271,38,29,1,102.0,40.0,405.42,16.8925,0,3.9747058823529415,40.0,0.0
217,0,0,0,17,0,56,0,0,0,0,2,0,16,0,223,40,56,167,40,26,0,67.0,20.0,2.28,0.095,0,0.03402985074626865,20.0,1.0
218,0,0,0,29,1,115,0,0,0,0,4,1,19,0,346,40,59,287,40,25,0,6.0,1.0,0.03,0.0012,0,0.005,1.0,1.0
219,0,0,0,6,0,70,0,0,0,0,3,0,13,0,273,31,47,226,30,23,1,42.0,4.0,167.29,6.9704,0,3.983095238095238,4.0,1.0
220,0,0,0,21,0,69,0,0,0,0,7,0,21,0,210,40,64,146,40,29,0,191.0,40.0,486.81,20.2838,0,2.548743455497382,40.0,0.0
221,0,0,0,69,1,24,0,0,0,0,7,1,12,0,218,40,53,165,39,18,1,157.0,19.0,17.95,0.7479,0,0.1143312101910828,19.0,1.0
222,0,0,0,5,0,32,0,0,0,0,3,0,13,0,200,40,69,131,40,27,0,41.0,11.0,1.42,0.0592,0,0.03463414634146341,11.0,1.0
223,0,0,0,2,3,13,0,0,0,0,2,1,6,0,117,40,66,51,40,14,0,278.0,40.0,35.51,1.4796,0,0.12773381294964029,40.0,0.0
224,2,0,0,7,0,52,0,2,0,0,1,0,12,0,227,40,69,158,40,23,0,30.0,12.0,0.34,0.0142,0,0.011333333333333334,12.0,1.0
225,0,0,0,4,0,61,0,0,0,0,2,0,18,0,199,40,61,138,40,27,0,42.0,7.0,1.85,0.0771,0,0.04404761904761905,7.0,1.0
226,0,0,0,9,0,10,0,0,0,0,4,0,7,0,109,40,55,54,40,14,0,22.0,10.0,131.13,5.4638,0,5.960454545454545,10.0,1.0
228,0,0,0,29,1,80,0,0,0,0,5,1,14,0,205,39,55,150,39,21,0,45.0,9.0,2.28,0.095,0,0.050666666666666665,9.0,1.0
229,0,0,0,2,0,35,0,0,0,0,2,0,15,0,188,40,58,130,40,27,0,51.0,15.0,2.64,0.11,0,0.05176470588235294,15.0,1.0
230,0,0,0,15,3,54,0,0,0,0,5,1,11,0,325,40,62,263,40,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
232,0,0,0,2,0,11,0,0,0,0,1,0,5,0,111,40,53,58,38,19,2,3.0,1.0,0.03,0.0012,0,0.01,1.0,1.0
233,0,0,0,26,0,137,0,0,0,0,9,0,22,0,338,40,62,276,40,30,0,164.0,40.0,54.58,2.2742,0,0.33280487804878045,40.0,0.0
234,0,0,0,0,0,12,0,0,0,0,0,0,8,0,111,40,58,53,40,17,0,142.0,36.0,9.63,0.4013,0,0.06781690140845072,36.0,1.0
235,0,0,0,22,2,62,0,0,0,0,8,1,14,0,211,36,37,174,25,22,11,23.0,7.0,13.56,0.565,0,0.5895652173913044,7.0,1.0
236,0,0,0,13,1,147,0,0,0,0,5,1,21,0,238,32,44,194,26,24,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
237,0,0,0,0,0,5,0,0,0,0,0,0,2,0,8,2,2,6,1,2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
238,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,1,4,1,1,0,217.0,40.0,202.91,8.4546,0,0.9350691244239632,40.0,0.0
239,0,0,0,7,0,13,0,0,0,0,1,0,4,0,45,11,21,24,11,6,0,154.0,40.0,379.25,15.8021,0,2.4626623376623376,40.0,0.0
240,0,0,0,10,2,9,0,0,0,0,5,1,4,0,95,40,57,38,40,13,0,320.0,37.0,500.94,20.8725,0,1.5654375,37.0,1.0
241,0,0,0,7,0,2,0,0,0,0,2,0,1,0,64,7,7,57,4,5,3,301.0,40.0,166.96,6.9567,0,0.5546843853820598,40.0,0.0
242,0,0,0,20,1,94,0,0,0,0,7,1,21,0,280,40,56,224,35,28,5,169.0,40.0,630.55,26.2729,0,3.731065088757396,40.0,0.0
243,0,0,0,5,0,4,0,0,0,0,2,0,4,0,65,37,46,19,37,10,0,101.0,40.0,169.79,7.0746,0,1.681089108910891,40.0,0.0
244,0,0,0,3,2,2,0,0,0,0,2,1,2,0,64,34,33,31,31,12,3,240.0,40.0,233.93,9.7471,0,0.9747083333333334,40.0,0.0
245,0,0,0,1,0,17,0,0,0,0,1,0,6,0,106,24,32,74,17,16,7,110.0,40.0,168.33,7.0138,0,1.5302727272727275,40.0,0.0
246,0,0,0,4,0,1,0,0,0,0,2,0,1,0,17,7,12,5,6,3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
248,0,0,0,2,1,23,0,0,0,0,2,1,7,0,136,39,49,87,32,20,7,274.0,40.0,891.78,37.1575,0,3.2546715328467153,40.0,0.0
249,0,0,0,0,0,3,0,0,0,0,0,0,2,0,15,5,8,7,4,3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
252,0,0,0,0,0,35,0,0,0,0,0,0,13,0,181,40,61,120,40,21,0,169.0,40.0,1119.24,46.635,0,6.622721893491124,40.0,0.0
253,0,0,0,0,2,41,0,0,0,0,0,1,13,0,306,40,67,239,40,24,0,315.0,26.0,1103.73,45.9888,0,3.503904761904762,26.0,1.0
254,0,0,0,9,2,65,0,0,0,0,3,1,12,0,209,40,65,144,40,18,0,232.0,38.0,1592.58,66.3575,0,6.8645689655172415,38.0,1.0
255,0,0,0,5,0,31,0,0,0,0,3,0,14,0,147,40,66,81,40,22,0,200.0,38.0,191.69,7.9871,0,0.95845,38.0,1.0
257,0,0,0,0,0,27,0,0,0,0,0,0,12,0,167,40,54,113,40,25,0,319.0,40.0,1583.27,65.9696,0,4.9632288401253915,40.0,0.0
